Date,Time,Away Team,Home Team,Channel
11/3/2025,19:00,Canisius,Dayton,ESPN+
11/3/2025,19:00,Wofford,George Mason,ESPN+
11/3/2025,19:00,Western Carolina,Cincinnati,ESPN+
11/3/2025,19:00,New Haven,UConn,ESPN+
11/3/2025,19:00,Florida National,Florida International,ESPN+
11/3/2025,19:00,Oakwood,Jacksonville State,ESPN+
11/3/2025,19:00,Paine,Kennesaw State,ESPN+
11/3/2025,19:00,Kentucky Christian,Liberty,ESPN+
11/3/2025,19:00,UC Clermont,Northern Kentucky,ESPN+
11/3/2025,19:00,Franklin College,Wright State,ESPN+
11/3/2025,19:00,Louisiana,Ball State,ESPN+
11/3/2025,19:00,Arkansas State,Ohio,ESPN+
11/3/2025,19:00,South Alabama,Toledo,ESPN+
11/3/2025,19:00,Missouri,Howard,ESPN+
11/3/2025,19:00,Union College (KY),Chattanooga,ESPN+
11/3/2025,19:00,Boston College,Florida Atlantic,ESPNU
11/3/2025,19:00,Mercer,Tennessee,SECN+
11/3/2025,19:00,Rivier,UMass Lowell,ESPN+
11/3/2025,19:00,Western New England,Vermont,ESPN+
11/3/2025,19:00,Midway,Morehead State,ESPN+
11/3/2025,19:00,Bryant,Siena,ESPN+
11/3/2025,19:00,Niagara,Duquesne,ESPN+
11/3/2025,19:00,Stetson,Rhode Island,ESPN+
11/3/2025,19:00,Lafayette,Saint Joseph's,ESPN+
11/3/2025,19:00,Mary Baldwin,Longwood,ESPN+
11/3/2025,19:00,Navy,Presbyterian,ESPN+
11/3/2025,19:00,Western Illinois,Radford,ESPN+
11/3/2025,19:00,Troy,Kent State,ESPN+
11/3/2025,19:00,Appalachian State,Central Michigan,ESPN+
11/3/2025,19:00,James Madison,Akron,ESPN+
11/3/2025,19:00,Old Dominion,Miami-OH,ESPN+
11/3/2025,19:00,Marshall,UMass,ESPN+
11/3/2025,19:00,Texas State,Bowling Green,ESPN+
11/3/2025,19:00,Coastal Carolina,Western Michigan,ESPN+
11/3/2025,19:00,Tusculum,Charleston,TBD
11/3/2025,19:00,Mount Olive,UNC Wilmington,TBD
11/3/2025,19:15,Holy Cross,Providence,ESPN+
11/3/2025,19:15,Marist,Xavier,ESPN+
11/3/2025,19:30,Maryland-Eastern Shore,Georgia Tech,ACCNX
11/3/2025,19:30,Saint Peter's,Seton Hall,ESPN+
11/3/2025,19:30,LeTourneau,Sam Houston,ESPN+
11/3/2025,19:30,Tennessee Tech,Western Kentucky,ESPN+
11/3/2025,19:30,Air Force,Belmont,ESPN+
11/3/2025,19:30,Bellarmine,Georgia,SECN+
11/3/2025,19:30,Boston University,Northeastern,TBD
11/3/2025,20:00,Florida A&M,South Florida,ESPN+
11/3/2025,20:00,UTRGV,Baylor,ESPN+
11/3/2025,20:00,Lehigh,Houston,CBSSN
11/3/2025,20:00,American,Wake Forest,ACCNX
11/3/2025,20:00,Chicago State,DePaul,ESPN+
11/3/2025,20:00,Gardner-Webb,Minnesota,B1G+
11/3/2025,20:00,West Ga.,Nebraska,B1G+
11/3/2025,20:00,Mercyhurst,Northwestern,B1G+
11/3/2025,20:00,Campbell,Wisconsin,B1G+
11/3/2025,20:00,Jacksonville,Miami,ACCNX
11/3/2025,20:00,American University,Wake Forest,ACCNX
11/3/2025,20:00,Indiana State,Charlotte,ESPN+
11/3/2025,20:00,Oklahoma Christian,Tulsa,ESPN+
11/3/2025,20:00,Maine,George Washington,ESPN+
11/3/2025,20:00,Southern Arkansas,Houston Christian,ESPN+
11/3/2025,20:00,UT Rio Grande Valley,Baylor,ESPN+
11/3/2025,20:00,Fairleigh Dickinson,Iowa State,ESPN+
11/3/2025,20:00,Green Bay,Kansas,ESPN+
11/3/2025,20:00,Albany,Marquette,ESPN+
11/3/2025,20:00,Menlo,UC Davis,ESPN+
11/3/2025,20:00,Hampton,Milwaukee,ESPN+
11/3/2025,20:00,SUNY Maritime,Army,ESPN+
11/3/2025,20:00,North Dakota,Alabama,SECN+
11/3/2025,20:00,Bethune-Cookman,Auburn,SECN+
11/3/2025,20:00,SE Louisiana,Ole Miss,SECN+
11/3/2025,20:00,Northwestern State,Texas A&M,SECN+
11/3/2025,20:00,Lipscomb,Vanderbilt,SECN+
11/3/2025,20:00,Fisk,Tennessee State,ESPN+
11/3/2025,20:00,UNT Dallas,UT Arlington,ESPN+
11/3/2025,20:00,Cleveland State,Loyola Chicago,ESPN+
11/3/2025,20:00,Southeast Missouri State,Saint Louis,ESPN+
11/3/2025,20:00,McKendree,Southern Illinois,ESPN+
11/3/2025,20:00,UL Monroe,Northern Illinois,ESPN+
11/3/2025,20:30,New Mexico Highlands,North Texas,ESPN+
11/3/2025,20:30,Samford,Tulane,ESPN+
11/3/2025,20:30,Jackson State,Illinois,BTN
11/3/2025,20:30,Oakland,Michigan,FS1
11/3/2025,20:30,LeTourneau,Sam Houston,ESPN+
11/3/2025,20:30,Northern State,Wyoming,MW Network
11/3/2025,20:30,Utah Tech,South Dakota,Midco Sports Plus
11/3/2025,20:30,Saint Francis (PA),Oklahoma,SECN+
11/3/2025,20:30,Bryan,Austin Peay,ESPN+
11/3/2025,20:30,Trinity,Texas A&M-Corpus Christi,ESPN+
11/3/2025,21:00,Towson,Loyola Maryland,MNMT
11/3/2025,21:00,South Dakota State,Merrimack,YouTube
11/3/2025,21:00,UTPB,UTEP,ESPN+
11/3/2025,21:00,Westminster,Utah State,MW Network
11/3/2025,21:00,Purdue Fort Wayne,Grand Canyon,MW Network
11/3/2025,21:00,Incarnate Word,Colorado State,MW Network
11/3/2025,21:00,Hawai'i Pacific,Boise State,MW Network
11/3/2025,21:00,Texas Southern University,Gonzaga,ESPN+
11/3/2025,21:00,South Carolina State,Louisville,ACC Network
11/3/2025,21:00,West Coast Baptist,Weber State,ESPN+
11/3/2025,21:00,Montana State,Colorado,ESPN+
11/3/2025,21:00,San Jose State,Utah,ESPN+
11/3/2025,21:00,Texas Southern,Gonzaga,ESPN+
11/3/2025,21:00,Life Pacific,Pepperdine,ESPN+
11/3/2025,21:00,McMurry,Abilene Christian,ESPN+
11/3/2025,21:00,Northwest Indian,Montana,ESPN+
11/3/2025,21:30,North Dakota State University,Oregon State,ESPN+
11/3/2025,21:30,University of Idaho,Washington State,ESPN+
11/3/2025,21:30,North Dakota State,Oregon State,ESPN+
11/3/2025,21:30,Idaho,Washington State,ESPN+
11/3/2025,21:30,Colorado College,Northern Colorado,ESPN+
11/3/2025,22:00,CSU Bakersfield,California,ACCNX
11/3/2025,22:00,University of Denver,Seattle U,ESPN+
11/3/2025,22:00,Lincoln University CA,Loyola Marymount,ESPN+
11/3/2025,22:00,Willamette University,Portland,ESPN+
11/3/2025,22:00,St. Thomas,Saint Mary's,ESPN+
11/3/2025,22:00,Cal State Bakersfield,California,ACCNX
11/3/2025,22:00,Lincoln (CA),Loyola Marymount,ESPN+
11/3/2025,22:00,Willamette,Portland,ESPN+
11/3/2025,22:00,UC Santa Cruz,San Francisco,ESPN+
11/3/2025,22:00,Denver,Seattle U,ESPN+
11/3/2025,22:00,Bethesda,UC Irvine,ESPN+
11/3/2025,22:00,La Verne,UC San Diego,ESPN+
11/3/2025,22:00,La Sierra,UC Riverside,ESPN+
11/3/2025,22:00,Cal Tech,Cal State Fullerton,ESPN+
11/3/2025,22:00,Nobel University,Cal State Northridge,ESPN+
11/3/2025,22:30,Eastern Washington,UCLA,BTN
11/3/2025,22:30,Fresno Pacific,Fresno State,MW Network
11/3/2025,22:30,South Carolina Upstate,California Baptist,ESPN+
11/3/2025,23:00,Arkansas-Pine Bluff,Washington,B1G+
11/4/2025,TBD,Mount St. Mary's,West Virginia,ESPN+
11/4/2025,TBD,Lindenwood,Texas Tech,ESPN+
11/4/2025,TBD,Alcorn State,Florida State,ACCNX
11/4/2025,TBD,Long Beach State,San Diego State,MW Network
11/4/2025,17:30,Louisville,UConn,ESPN
11/4/2025,18:00,Penn State York,UMBC,ESPN+
11/4/2025,18:30,Evansville,Purdue,BTN
11/4/2025,19:00,Alcorn State,Florida State,ACCNX
11/4/2025,19:00,Georgia Southern,East Carolina,ESPN+
11/4/2025,19:00,NJIT,Fordham,ESPN+
11/4/2025,19:00,St. Mary's,West Virginia,ESPN+
11/4/2025,19:00,East West University,SIU Edwardsville,ESPN+
11/4/2025,19:00,Nicholls,Kentucky,SECN+
11/4/2025,19:00,North Carolina A&T,South Carolina,SECN+
11/4/2025,19:00,St. Joseph's Brooklyn,Manhattan,ESPN+
11/4/2025,19:00,Merchant Marine Academy,Sacred Heart,ESPN+
11/4/2025,19:00,Converse,East Tennessee State,ESPN+
11/4/2025,19:00,Caldwell,Monmouth,TBD
11/4/2025,19:30,UNC Asheville,Wichita State,ESPN+
11/4/2025,20:00,Oral Roberts,Oklahoma State,ESPN+
11/4/2025,20:00,College of Biblical Studies,Rice,ESPN+
11/4/2025,20:00,UNC Greensboro,Kansas State,ESPN+
11/4/2025,20:00,Lindenwood,Texas Tech,ESPN+
11/4/2025,20:00,Missouri Southern,Missouri State,ESPN+
11/4/2025,20:00,Arkansas Baptist,Little Rock,ESPN+
11/4/2025,20:00,West Coast Baptist,Utah Valley,ESPN+
11/4/2025,20:30,Robert Morris,Iowa,BTN
11/4/2025,20:45,Texas,Duke,ESPN
11/4/2025,20:45,Texas,Duke,ESPN
11/4/2025,21:00,Southern Utah,Arizona State,ESPN+
11/4/2025,21:00,San Francisco State,UC Santa Barbara,ESPN+
11/4/2025,21:00,Adams State,New Mexico State,ESPN+
11/4/2025,22:00,Portland State,Stanford,ACCNX
11/4/2025,22:00,UT Martin,UNLV,MW Network
11/4/2025,22:00,Louisiana Tech,Nevada,MW Network
11/4/2025,22:00,Occidental College,San Diego,ESPN+
11/4/2025,22:00,Occidental,San Diego,ESPN+
11/4/2025,22:00,Cal Poly Humboldt,Santa Clara,ESPN+
11/4/2025,22:00,Park University,Idaho State,ESPN+
11/4/2025,22:00,Dominican,Sacramento State,ESPN+
11/4/2025,22:30,Hawaii,Oregon,BTN
